Id,SalePrice
1459,137930.51681599516
1460,148567.57082130696
1461,124670.03218182854
1462,152093.1277309216
1463,177622.72106171536
1464,182549.93610738355
1465,196348.67119931986
1466,182569.05434820606
1467,168221.56299341898
1468,175476.0364708658
1469,181982.26863016438
1470,122152.98157114066
1471,203416.84392354623
1472,93521.0055597331
1473,97464.32185345418
1474,153788.24532069365
1475,133173.29517108347
1476,367115.02028359467
1477,249374.50590217498
1478,301351.3949148162
1479,256680.315225718
1480,467677.9316086197
1481,303745.2538661872
1482,206860.24398504692
1483,178772.02433789193
1484,175256.74117642062
1485,174639.89972563853
1486,197655.7768285882
1487,310054.91520201927
1488,235557.54847494786
1489,210049.7526528825
1490,199973.8892219035
1491,190738.9608478739
1492,95827.30695834637
1493,179894.30361647494
1494,298404.00575008703
1495,294055.4123366287
1496,230492.05041900385
1497,187464.856051389
1498,154559.2051632561
1499,152369.35149373137
1500,157798.55276580385
1501,172138.25898633458
1502,160754.10954782335
1503,280323.1298328753
1504,231949.43301333569
1505,215294.18553931513
1506,175702.7952685691
1507,225159.01565007737
1508,192766.0308311347
1509,161883.0697027417
1510,151510.30647065342
1511,150131.45523666582
1512,164698.0842133044
1513,142493.08636276328
1514,150598.27816122427
1515,186458.03417358996
1516,160063.6504679091
1517,150427.2165309859
1518,129592.06316543256
1519,222225.84673876906
1520,137652.55220512132
1521,144161.48959395915
1522,161996.59609181047
1523,116235.36629086119
1524,123216.54259730349
1525,125659.87378873005
1526,128351.0500278671
1527,102245.04781620066
1528,127569.32464313849
1529,141608.45723424072
1530,169878.67342969208
1531,128872.64328368464
1532,105235.78584896719
1533,140529.89149000516
1534,117464.28315355357
1535,152314.7992704979
1536,117340.21786921028
1537,82330.71001185429
1538,162713.62721392585
1539,209270.5662491018
1540,110862.7069722517
1541,141277.43072420062
1542,139109.87268955505
1543,196818.53098760045
1544,80799.79676724442
1545,100354.25809503968
1546,121754.23934904473
1547,133550.02051157574
1548,128526.71451091135
1549,110165.61256445537
1550,140162.09809464402
1551,116921.47828923934
1552,139302.14729243913
1553,137562.2881907066
1554,112270.32808706062
1555,163416.11985218304
1556,92702.97686476077
1557,115555.97196226368
1558,87972.91374020024
1559,106082.75944954193
1560,150987.76315727172
1561,130732.92030373497
1562,125578.65903262394
1563,124875.69767536942
1564,162040.2094841164
1565,155284.6552092684
1566,220034.5977538635
1567,80029.52675581542
1568,220385.97908175358
1569,140411.63652397113
1570,130586.15063703952
1571,127336.0012897718
1572,143532.37186770694
1573,239250.64490795968
1574,117967.56559295976
1575,209104.00725726387
1576,218965.92689577246
1577,206063.01112632474
1578,142508.38125492007
1579,143766.23502435812
1580,191032.0159351154
1581,141386.80135510338
1582,129249.23803022435
1583,322604.62231196085
1584,238916.7418143057
1585,140012.92112053282
1586,71480.79660866446
1587,107071.80578525158
1588,151104.29740044457
1589,100153.67788737865
1590,132073.54816122737
1591,106248.80742345915
1592,124651.79425285103
1593,116614.46562251372
1594,121106.75939515687
1595,118984.50516163584
1596,231475.04114431888
1597,163724.60092003475
1598,185845.9033910784
1599,185659.3810939031
1600,183351.13021516232
1601,70911.99167306846
1602,108107.21829196806
1603,92054.29275158964
1604,280664.04792863305
1605,252018.28115517847
1606,169283.24454691817
1607,159194.99798491126
1608,215327.66816347724
1609,199626.1257716374
1610,161757.9284355278
1611,151493.97180821316
1612,168479.7540482883
1613,164030.0780420494
1614,121261.30546180975
1615,85766.66256724772
1616,81570.75430485304
1617,87082.42290776414
1618,126899.41525594646
1619,131140.08794482055
1620,151123.90127595467
1621,139950.05116059523
1622,145136.40984431258
1623,277925.16103677143
1624,211660.58572211672
1625,125168.32271027408
1626,172207.10157224938
1627,184584.34960946874
1628,278311.84528673394
1629,175182.1205127735
1630,321672.4157227414
1631,202549.15981334235
1632,248398.43765999874
1633,170627.30161146307
1634,183194.4080369856
1635,180151.26951001314
1636,159052.6595183424
1637,179326.24296781092
1638,206508.30733956434
1639,178441.2097040991
1640,246560.32169712672
1641,181195.78726433142
1642,222378.1359377593
1643,223403.51333707175
1644,224545.48916738882
1645,179400.01145753145
1646,156178.21591680316
1647,162567.72003076097
1648,140090.58635446287
1649,137735.37409477314
1650,119808.14499866456
1651,122476.67514546176
1652,93805.94820664154
1653,97555.30436454432
1654,156553.05039812258
1655,154227.1597515288
1656,150563.79559091295
1657,154961.15965028718
1658,157744.75048695452
1659,139280.47032902052
1660,150359.21555587463
1661,437094.0866690051
1662,369347.0720707504
1663,363645.86851170193
1664,422964.1725206467
1665,309021.2992384427
1666,323585.73720770713
1667,346542.59975910257
1668,325279.47519505915
1669,298163.1844485954
1670,331915.55364565447
1671,260247.3189366689
1672,466447.8995615958
1673,294349.5856491338
1674,249997.4090727868
1675,190130.13107820443
1676,191974.76253860758
1677,215121.29944676976
1678,447827.0219568263
1679,382076.9738867878
1680,313048.20648844243
1681,249716.72568957842
1682,300803.5937391524
1683,187986.21583079544
1684,172725.92826269483
1685,175050.04827941037
1686,169431.7974595448
1687,168025.6659687338
1688,185891.49042694474
1689,188410.9383428419
1690,184441.21158369211
1691,176077.38778204643
1692,261241.6248213561
1693,170079.2265928577
1694,184102.51643124147
1695,170415.23802043998
1696,268579.05334647687
1697,170301.06224044034
1698,335320.1239652107
1699,315829.2544566439
1700,239385.81337346477
1701,258430.03537655866
1702,252213.74044770564
1703,249638.41746761868
1704,286692.9000684722
1705,226125.38121921796
1706,423031.99733419635
1707,218001.98471539948
1708,215234.72502964694
1709,272810.56933028396
1710,221497.83965144213
1711,268031.68995953136
1712,245143.3110952842
1713,258127.47473025424
1714,219405.4766444164
1715,201613.01628178958
1716,180869.78640538198
1717,165451.94011656955
1718,129353.45933107297
1719,204618.29903381536
1720,247779.95438805138
1721,166090.93194756826
1722,121812.62116955253
1723,157588.23576014224
1724,210240.5253876299
1725,231664.89111237894
1726,190074.21737894558
1727,173352.03630132243
1728,185558.62178685228
1729,162979.3849510905
1730,161944.3207984351
1731,122070.81194562458
1732,131003.44471953326
1733,124071.02497417919
1734,128671.15986256374
1735,133383.24734855976
1736,117159.90736323751
1737,333902.34205770586
1738,214397.41443627118
1739,269633.6256584241
1740,198898.46608261226
1741,182479.0152254807
1742,171948.56204774874
1743,173344.67425652008
1744,297959.32060513296
1745,224028.3257562119
1746,244271.75544038013
1747,213652.31878551477
1748,209224.30965334972
