Id,SalePrice
1459,153629.76303898144
1460,141967.56007689406
1461,121203.15092806258
1462,158065.67786345008
1463,174519.75411752323
1464,194348.093395309
1465,205054.38157410015
1466,168416.76714219042
1467,179471.44718651482
1468,162820.2995493283
1469,191215.7948156131
1470,125334.62562136898
1471,177101.11494867824
1472,97721.37195005306
1473,94490.52788164685
1474,142007.49424435323
1475,114636.12528242904
1476,342476.54714043305
1477,256242.25008883947
1478,291006.5351821783
1479,299077.8861719554
1480,491795.12783316104
1481,335623.28704662184
1482,220224.5649240541
1483,170906.30364792532
1484,167713.57613671065
1485,196285.85879334432
1486,188137.25062946443
1487,335505.1923434796
1488,233588.72977181608
1489,190535.1898373347
1490,242216.59977361397
1491,194725.11917532407
1492,91685.40207157095
1493,189799.6918229822
1494,298507.9241488755
1495,280331.30682164663
1496,231500.271360173
1497,176332.19154499724
1498,199914.18321154162
1499,167378.61072568965
1500,163200.22069651424
1501,172101.78628855536
1502,149122.27342699043
1503,285834.1608976589
1504,246787.37671373715
1505,230082.14331030918
1506,187990.1339511086
1507,250893.57564922355
1508,202125.43438244125
1509,154734.47364343316
1510,145727.27029879106
1511,170495.15194619997
1512,172133.64161734996
1513,143131.54805433418
1514,150036.60206312235
1515,178684.70019905161
1516,150234.975268504
1517,157629.6967788315
1518,131126.58291590144
1519,206665.22087112203
1520,131413.86467476995
1521,124742.70308895434
1522,173084.1364344298
1523,113339.07815226234
1524,117576.44137862574
1525,116145.44054296367
1526,117964.25242451472
1527,107056.5101105018
1528,130884.2905200452
1529,157689.33859104765
1530,205193.32449165414
1531,122300.54115730521
1532,96605.67718664957
1533,151232.42331555396
1534,86345.18709486176
1535,134643.43110403453
1536,107292.84158064476
1537,58413.63675734579
1538,150471.31016220516
1539,196952.74657976336
1540,87748.18805619793
1541,135065.89083103996
1542,145003.31710598562
1543,191518.92771177468
1544,88018.26155647208
1545,125132.37968542126
1546,146383.74853279992
1547,141377.30245248126
1548,138776.4828272996
1549,127193.60568590525
1550,139513.11046941637
1551,102088.07170981461
1552,146985.35367678528
1553,141187.75807850107
1554,127145.86163830526
1555,157884.2725878021
1556,94604.50043044376
1557,97342.5922218791
1558,99045.99547997222
1559,57429.05311060576
1560,129720.05202282142
1561,107617.34915403272
1562,136981.6037261603
1563,121911.16092517879
1564,157444.2604774249
1565,138164.2879212217
1566,237874.3477452318
1567,75991.0685168582
1568,258228.45187607637
1569,126563.32527331571
1570,136512.48166396952
1571,112065.75086612157
1572,134945.35529248536
1573,188810.86131807885
1574,116960.81957960202
1575,236419.67938527092
1576,222304.4189187886
1577,185052.87732125877
1578,138347.13026189423
1579,145824.3045762328
1580,193497.1817124148
1581,157353.30946199925
1582,133559.65108996036
1583,293328.07006704103
1584,220242.47751955784
1585,144152.82718678974
1586,75441.64268941386
1587,106356.25809366863
1588,151299.73578086018
1589,94182.81566176114
1590,128521.6519633254
1591,93767.40885376831
1592,107749.66125770759
1593,128384.17240325428
1594,132692.29265831265
1595,107070.11529973205
1596,217953.53461610954
1597,203513.71393183433
1598,226277.20652958142
1599,166355.7410774615
1600,160682.27606642
1601,73171.897874199
1602,119832.38533125396
1603,57641.942721375795
1604,269472.4632109725
1605,234709.79027050143
1606,165439.38194280813
1607,180433.6245549795
1608,223842.39812208136
1609,180641.6557944946
1610,154047.5568833037
1611,137024.15718642043
1612,171642.49082620957
1613,166325.51166255673
1614,123610.20105078275
1615,86002.26597130243
1616,75087.31733373809
1617,87541.58727289851
1618,144033.66022627393
1619,145786.23289258234
1620,190878.23871312212
1621,127190.61303993636
1622,148636.48067893618
1623,261054.57870157488
1624,203241.58425162308
1625,114672.3646820809
1626,168364.85661399315
1627,185999.2036372815
1628,269645.8103774515
1629,183468.47195658128
1630,356155.12217860617
1631,227466.2278590209
1632,244263.51640391946
1633,182796.24366822623
1634,186090.12599267502
1635,178757.09604768205
1636,155435.42519668958
1637,198461.44788240574
1638,176976.53563932204
1639,182766.56901767835
1640,244546.24360325714
1641,179636.99204728525
1642,247768.68559055027
1643,219885.2851334143
1644,237241.68137985663
1645,223092.94409833345
1646,161630.10202201677
1647,154660.37513410606
1648,128269.96642763379
1649,144688.05986006054
1650,118932.35530466287
1651,118931.52800723613
1652,100977.23128394975
1653,103758.67262039607
1654,145065.307146347
1655,141339.9997510456
1656,139284.31454766804
1657,150480.55091767403
1658,147110.43991850124
1659,126347.48916426492
1660,149691.55999011302
1661,414739.40971175896
1662,390219.2582418262
1663,366094.6673823322
1664,402938.5475601913
